
Generated transport data: t (600,), x (256,), usol (600, 256), c=40.0
Domain: x in [0.0, 6.283185307179586], t in [0.0, 1.0]
Constraint dimension M_CON = 1200
Fixed damping lambda = 1.0e-04
Residual scaling: (u_t + c*u_x)/sqrt(1+c^2)
Jitter: kind=gaussian, sigma_x=1.0e-04, sigma_t=0.0e+00
Derivative periodic BC: deleted. Constraint blocks: PDE=900, BC=100, IC=200
  iter |        obj |     pdeMSE |       feas |       PDE |        BC |        IC |      stat |     alpha |   stepInf |      lam |       kkt |     relL2
  6120 |  1.091e-07 |  1.091e-08 |  1.580e-09 |  3.92e-05 |  6.03e-05 |  2.73e-05 |  3.46e-03 |  5.26e-03 |  1.82e-05 |  1.0e-04 |  1.46e-11 |  7.88e-04
  6130 |  1.090e-07 |  1.090e-08 |  1.579e-09 |  3.92e-05 |  6.02e-05 |  2.73e-05 |  3.45e-03 |  5.26e-03 |  1.82e-05 |  1.0e-04 |  1.90e-11 |  7.88e-04
  6140 |  1.089e-07 |  1.089e-08 |  1.577e-09 |  3.92e-05 |  6.02e-05 |  2.73e-05 |  3.45e-03 |  5.25e-03 |  1.81e-05 |  1.0e-04 |  2.01e-11 |  7.87e-04
  6150 |  1.088e-07 |  1.088e-08 |  1.575e-09 |  3.91e-05 |  6.02e-05 |  2.73e-05 |  3.44e-03 |  5.25e-03 |  1.81e-05 |  1.0e-04 |  2.02e-11 |  7.87e-04
  6160 |  1.087e-07 |  1.087e-08 |  1.573e-09 |  3.91e-05 |  6.01e-05 |  2.73e-05 |  3.44e-03 |  5.24e-03 |  1.80e-05 |  1.0e-04 |  1.59e-11 |  7.87e-04
  6170 |  1.087e-07 |  1.087e-08 |  1.571e-09 |  3.91e-05 |  6.01e-05 |  2.72e-05 |  3.44e-03 |  5.76e-03 |  1.98e-05 |  1.0e-04 |  1.69e-11 |  7.87e-04
  6180 |  1.086e-07 |  1.086e-08 |  1.569e-09 |  3.91e-05 |  6.01e-05 |  2.72e-05 |  3.43e-03 |  5.76e-03 |  1.98e-05 |  1.0e-04 |  1.79e-11 |  7.87e-04
  6190 |  1.085e-07 |  1.085e-08 |  1.568e-09 |  3.91e-05 |  6.00e-05 |  2.72e-05 |  3.43e-03 |  5.75e-03 |  1.97e-05 |  1.0e-04 |  1.86e-11 |  7.87e-04
  6200 |  1.084e-07 |  1.084e-08 |  1.566e-09 |  3.90e-05 |  6.00e-05 |  2.72e-05 |  3.42e-03 |  5.22e-03 |  1.79e-05 |  1.0e-04 |  1.66e-11 |  7.86e-04
  6210 |  1.083e-07 |  1.083e-08 |  1.564e-09 |  3.90e-05 |  5.99e-05 |  2.72e-05 |  3.42e-03 |  5.74e-03 |  1.96e-05 |  1.0e-04 |  2.18e-11 |  7.86e-04
  6220 |  1.082e-07 |  1.082e-08 |  1.562e-09 |  3.90e-05 |  5.99e-05 |  2.72e-05 |  3.42e-03 |  5.74e-03 |  1.96e-05 |  1.0e-04 |  1.27e-11 |  7.86e-04
  6230 |  1.082e-07 |  1.081e-08 |  1.560e-09 |  3.90e-05 |  5.99e-05 |  2.71e-05 |  3.41e-03 |  5.73e-03 |  1.96e-05 |  1.0e-04 |  1.91e-11 |  7.86e-04
  6240 |  1.081e-07 |  1.081e-08 |  1.559e-09 |  3.89e-05 |  5.98e-05 |  2.71e-05 |  3.41e-03 |  5.72e-03 |  1.95e-05 |  1.0e-04 |  1.57e-11 |  7.86e-04
  6250 |  1.080e-07 |  1.080e-08 |  1.557e-09 |  3.89e-05 |  5.98e-05 |  2.71e-05 |  3.41e-03 |  5.20e-03 |  1.77e-05 |  1.0e-04 |  2.28e-11 |  7.85e-04
  6260 |  1.079e-07 |  1.079e-08 |  1.555e-09 |  3.89e-05 |  5.98e-05 |  2.71e-05 |  3.40e-03 |  5.19e-03 |  1.77e-05 |  1.0e-04 |  1.65e-11 |  7.85e-04
  6270 |  1.078e-07 |  1.078e-08 |  1.553e-09 |  3.89e-05 |  5.97e-05 |  2.71e-05 |  3.40e-03 |  5.71e-03 |  1.94e-05 |  1.0e-04 |  1.89e-11 |  7.85e-04
  6280 |  1.077e-07 |  1.077e-08 |  1.551e-09 |  3.89e-05 |  5.97e-05 |  2.70e-05 |  3.39e-03 |  5.70e-03 |  1.94e-05 |  1.0e-04 |  2.15e-11 |  7.85e-04
  6290 |  1.076e-07 |  1.076e-08 |  1.549e-09 |  3.88e-05 |  5.96e-05 |  2.70e-05 |  3.39e-03 |  5.70e-03 |  1.93e-05 |  1.0e-04 |  1.64e-11 |  7.85e-04
  6300 |  1.075e-07 |  1.075e-08 |  1.548e-09 |  3.88e-05 |  5.96e-05 |  2.70e-05 |  3.39e-03 |  5.69e-03 |  1.93e-05 |  1.0e-04 |  1.73e-11 |  7.84e-04
  6310 |  1.075e-07 |  1.075e-08 |  1.546e-09 |  3.88e-05 |  5.96e-05 |  2.70e-05 |  3.38e-03 |  5.69e-03 |  1.92e-05 |  1.0e-04 |  2.01e-11 |  7.84e-04
  6320 |  1.074e-07 |  1.074e-08 |  1.544e-09 |  3.88e-05 |  5.95e-05 |  2.70e-05 |  3.38e-03 |  5.68e-03 |  1.92e-05 |  1.0e-04 |  1.38e-11 |  7.84e-04
  6330 |  1.073e-07 |  1.073e-08 |  1.542e-09 |  3.88e-05 |  5.95e-05 |  2.70e-05 |  3.37e-03 |  5.68e-03 |  1.92e-05 |  1.0e-04 |  2.34e-11 |  7.84e-04
  6340 |  1.072e-07 |  1.072e-08 |  1.540e-09 |  3.87e-05 |  5.95e-05 |  2.69e-05 |  3.37e-03 |  5.67e-03 |  1.91e-05 |  1.0e-04 |  1.81e-11 |  7.84e-04
  6350 |  1.071e-07 |  1.071e-08 |  1.539e-09 |  3.87e-05 |  5.94e-05 |  2.69e-05 |  3.37e-03 |  5.67e-03 |  1.91e-05 |  1.0e-04 |  1.99e-11 |  7.83e-04
  6360 |  1.070e-07 |  1.070e-08 |  1.537e-09 |  3.87e-05 |  5.94e-05 |  2.69e-05 |  3.36e-03 |  5.66e-03 |  1.90e-05 |  1.0e-04 |  2.08e-11 |  7.83e-04
  6370 |  1.070e-07 |  1.069e-08 |  1.535e-09 |  3.87e-05 |  5.93e-05 |  2.69e-05 |  3.36e-03 |  5.66e-03 |  1.90e-05 |  1.0e-04 |  1.77e-11 |  7.83e-04
  6380 |  1.069e-07 |  1.069e-08 |  1.533e-09 |  3.86e-05 |  5.93e-05 |  2.69e-05 |  3.35e-03 |  5.65e-03 |  1.90e-05 |  1.0e-04 |  2.01e-11 |  7.83e-04
  6390 |  1.068e-07 |  1.068e-08 |  1.531e-09 |  3.86e-05 |  5.93e-05 |  2.68e-05 |  3.35e-03 |  5.65e-03 |  1.89e-05 |  1.0e-04 |  1.76e-11 |  7.83e-04
  6400 |  1.067e-07 |  1.067e-08 |  1.530e-09 |  3.86e-05 |  5.92e-05 |  2.68e-05 |  3.35e-03 |  5.64e-03 |  1.89e-05 |  1.0e-04 |  2.29e-11 |  7.82e-04
  6410 |  1.066e-07 |  1.066e-08 |  1.528e-09 |  3.86e-05 |  5.92e-05 |  2.68e-05 |  3.34e-03 |  5.64e-03 |  1.88e-05 |  1.0e-04 |  1.34e-11 |  7.82e-04
  6420 |  1.065e-07 |  1.065e-08 |  1.526e-09 |  3.86e-05 |  5.92e-05 |  2.68e-05 |  3.34e-03 |  5.63e-03 |  1.88e-05 |  1.0e-04 |  1.98e-11 |  7.82e-04
  6430 |  1.064e-07 |  1.064e-08 |  1.524e-09 |  3.85e-05 |  5.91e-05 |  2.68e-05 |  3.34e-03 |  5.63e-03 |  1.88e-05 |  1.0e-04 |  1.90e-11 |  7.82e-04
  6440 |  1.064e-07 |  1.064e-08 |  1.523e-09 |  3.85e-05 |  5.91e-05 |  2.67e-05 |  3.33e-03 |  5.62e-03 |  1.87e-05 |  1.0e-04 |  1.30e-11 |  7.82e-04
  6450 |  1.063e-07 |  1.063e-08 |  1.521e-09 |  3.85e-05 |  5.91e-05 |  2.67e-05 |  3.33e-03 |  5.62e-03 |  1.87e-05 |  1.0e-04 |  2.35e-11 |  7.81e-04
  6460 |  1.062e-07 |  1.062e-08 |  1.519e-09 |  3.85e-05 |  5.90e-05 |  2.67e-05 |  3.32e-03 |  5.61e-03 |  1.87e-05 |  1.0e-04 |  1.68e-11 |  7.81e-04
  6470 |  1.061e-07 |  1.061e-08 |  1.518e-09 |  3.85e-05 |  5.90e-05 |  2.67e-05 |  3.32e-03 |  5.61e-03 |  1.86e-05 |  1.0e-04 |  1.52e-11 |  7.81e-04
  6480 |  1.060e-07 |  1.060e-08 |  1.516e-09 |  3.84e-05 |  5.89e-05 |  2.67e-05 |  3.32e-03 |  5.60e-03 |  1.86e-05 |  1.0e-04 |  1.71e-11 |  7.81e-04
  6490 |  1.059e-07 |  1.059e-08 |  1.514e-09 |  3.84e-05 |  5.89e-05 |  2.66e-05 |  3.31e-03 |  5.60e-03 |  1.85e-05 |  1.0e-04 |  1.89e-11 |  7.81e-04
  6500 |  1.059e-07 |  1.059e-08 |  1.512e-09 |  3.84e-05 |  5.89e-05 |  2.66e-05 |  3.31e-03 |  5.59e-03 |  1.85e-05 |  1.0e-04 |  1.76e-11 |  7.80e-04
  6510 |  1.058e-07 |  1.058e-08 |  1.510e-09 |  3.84e-05 |  5.88e-05 |  2.66e-05 |  3.31e-03 |  5.58e-03 |  1.85e-05 |  1.0e-04 |  2.21e-11 |  7.80e-04
  6520 |  1.057e-07 |  1.057e-08 |  1.509e-09 |  3.83e-05 |  5.88e-05 |  2.66e-05 |  3.30e-03 |  5.58e-03 |  1.84e-05 |  1.0e-04 |  1.92e-11 |  7.80e-04
  6530 |  1.056e-07 |  1.056e-08 |  1.507e-09 |  3.83e-05 |  5.88e-05 |  2.66e-05 |  3.30e-03 |  5.58e-03 |  1.84e-05 |  1.0e-04 |  1.89e-11 |  7.80e-04
  6540 |  1.055e-07 |  1.055e-08 |  1.506e-09 |  3.83e-05 |  5.87e-05 |  2.66e-05 |  3.30e-03 |  5.57e-03 |  1.84e-05 |  1.0e-04 |  1.36e-11 |  7.80e-04
  6550 |  1.055e-07 |  1.054e-08 |  1.504e-09 |  3.83e-05 |  5.87e-05 |  2.65e-05 |  3.29e-03 |  5.57e-03 |  1.83e-05 |  1.0e-04 |  2.39e-11 |  7.80e-04
  6560 |  1.054e-07 |  1.054e-08 |  1.502e-09 |  3.83e-05 |  5.87e-05 |  2.65e-05 |  3.29e-03 |  5.56e-03 |  1.83e-05 |  1.0e-04 |  1.54e-11 |  7.79e-04
  6570 |  1.053e-07 |  1.053e-08 |  1.500e-09 |  3.82e-05 |  5.86e-05 |  2.65e-05 |  3.28e-03 |  5.56e-03 |  1.82e-05 |  1.0e-04 |  1.78e-11 |  7.79e-04
  6580 |  1.052e-07 |  1.052e-08 |  1.499e-09 |  3.82e-05 |  5.86e-05 |  2.65e-05 |  3.28e-03 |  5.55e-03 |  1.82e-05 |  1.0e-04 |  1.52e-11 |  7.79e-04
  6590 |  1.051e-07 |  1.051e-08 |  1.497e-09 |  3.82e-05 |  5.86e-05 |  2.65e-05 |  3.28e-03 |  5.55e-03 |  1.82e-05 |  1.0e-04 |  1.53e-11 |  7.79e-04
  6600 |  1.050e-07 |  1.050e-08 |  1.495e-09 |  3.82e-05 |  5.85e-05 |  2.65e-05 |  3.27e-03 |  5.54e-03 |  1.81e-05 |  1.0e-04 |  1.80e-11 |  7.79e-04
  6610 |  1.050e-07 |  1.050e-08 |  1.494e-09 |  3.82e-05 |  5.85e-05 |  2.64e-05 |  3.27e-03 |  5.54e-03 |  1.81e-05 |  1.0e-04 |  1.77e-11 |  7.78e-04
  6620 |  1.049e-07 |  1.049e-08 |  1.492e-09 |  3.81e-05 |  5.85e-05 |  2.64e-05 |  3.27e-03 |  5.53e-03 |  1.81e-05 |  1.0e-04 |  1.78e-11 |  7.78e-04
  6630 |  1.048e-07 |  1.048e-08 |  1.491e-09 |  3.81e-05 |  5.84e-05 |  2.64e-05 |  3.26e-03 |  5.53e-03 |  1.80e-05 |  1.0e-04 |  1.53e-11 |  7.78e-04
  6640 |  1.047e-07 |  1.047e-08 |  1.489e-09 |  3.81e-05 |  5.84e-05 |  2.64e-05 |  3.26e-03 |  5.52e-03 |  1.80e-05 |  1.0e-04 |  3.24e-11 |  7.78e-04
  6650 |  1.047e-07 |  1.046e-08 |  1.487e-09 |  3.81e-05 |  5.84e-05 |  2.64e-05 |  3.26e-03 |  5.52e-03 |  1.80e-05 |  1.0e-04 |  1.94e-11 |  7.78e-04
  6660 |  1.046e-07 |  1.046e-08 |  1.486e-09 |  3.81e-05 |  5.83e-05 |  2.64e-05 |  3.25e-03 |  5.51e-03 |  1.79e-05 |  1.0e-04 |  2.08e-11 |  7.77e-04
  6670 |  1.045e-07 |  1.045e-08 |  1.484e-09 |  3.80e-05 |  5.83e-05 |  2.63e-05 |  3.25e-03 |  5.51e-03 |  1.79e-05 |  1.0e-04 |  1.50e-11 |  7.77e-04
  6680 |  1.044e-07 |  1.044e-08 |  1.482e-09 |  3.80e-05 |  5.83e-05 |  2.63e-05 |  3.24e-03 |  5.50e-03 |  1.79e-05 |  1.0e-04 |  2.17e-11 |  7.77e-04
  6690 |  1.043e-07 |  1.043e-08 |  1.481e-09 |  3.80e-05 |  5.82e-05 |  2.63e-05 |  3.24e-03 |  5.50e-03 |  1.78e-05 |  1.0e-04 |  2.52e-11 |  7.77e-04
  6700 |  1.043e-07 |  1.042e-08 |  1.479e-09 |  3.80e-05 |  5.82e-05 |  2.63e-05 |  3.24e-03 |  5.49e-03 |  1.78e-05 |  1.0e-04 |  1.78e-11 |  7.77e-04
  6710 |  1.042e-07 |  1.042e-08 |  1.478e-09 |  3.80e-05 |  5.82e-05 |  2.62e-05 |  3.23e-03 |  5.49e-03 |  1.77e-05 |  1.0e-04 |  1.75e-11 |  7.77e-04
  6720 |  1.041e-07 |  1.041e-08 |  1.476e-09 |  3.79e-05 |  5.81e-05 |  2.63e-05 |  3.23e-03 |  5.48e-03 |  1.77e-05 |  1.0e-04 |  1.81e-11 |  7.76e-04
  6730 |  1.040e-07 |  1.040e-08 |  1.475e-09 |  3.79e-05 |  5.81e-05 |  2.63e-05 |  3.23e-03 |  5.48e-03 |  1.77e-05 |  1.0e-04 |  2.12e-11 |  7.76e-04
  6740 |  1.039e-07 |  1.039e-08 |  1.473e-09 |  3.79e-05 |  5.81e-05 |  2.62e-05 |  3.22e-03 |  5.47e-03 |  1.76e-05 |  1.0e-04 |  1.77e-11 |  7.76e-04
  6750 |  1.039e-07 |  1.039e-08 |  1.471e-09 |  3.79e-05 |  5.80e-05 |  2.62e-05 |  3.22e-03 |  5.47e-03 |  1.76e-05 |  1.0e-04 |  2.05e-11 |  7.76e-04
  6760 |  1.038e-07 |  1.038e-08 |  1.469e-09 |  3.79e-05 |  5.80e-05 |  2.62e-05 |  3.22e-03 |  5.46e-03 |  1.76e-05 |  1.0e-04 |  1.54e-11 |  7.76e-04
  6770 |  1.037e-07 |  1.037e-08 |  1.468e-09 |  3.78e-05 |  5.80e-05 |  2.62e-05 |  3.21e-03 |  5.46e-03 |  1.75e-05 |  1.0e-04 |  1.46e-11 |  7.75e-04
  6780 |  1.036e-07 |  1.036e-08 |  1.466e-09 |  3.78e-05 |  5.79e-05 |  2.61e-05 |  3.21e-03 |  5.45e-03 |  1.75e-05 |  1.0e-04 |  1.82e-11 |  7.75e-04
  6790 |  1.036e-07 |  1.035e-08 |  1.465e-09 |  3.78e-05 |  5.79e-05 |  2.61e-05 |  3.21e-03 |  5.45e-03 |  1.75e-05 |  1.0e-04 |  1.99e-11 |  7.75e-04
  6800 |  1.035e-07 |  1.035e-08 |  1.463e-09 |  3.78e-05 |  5.79e-05 |  2.61e-05 |  3.20e-03 |  5.44e-03 |  1.74e-05 |  1.0e-04 |  1.64e-11 |  7.75e-04
  6810 |  1.034e-07 |  1.034e-08 |  1.462e-09 |  3.78e-05 |  5.78e-05 |  2.61e-05 |  3.20e-03 |  5.44e-03 |  1.74e-05 |  1.0e-04 |  2.13e-11 |  7.75e-04
  6820 |  1.033e-07 |  1.033e-08 |  1.460e-09 |  3.77e-05 |  5.78e-05 |  2.61e-05 |  3.20e-03 |  5.44e-03 |  1.74e-05 |  1.0e-04 |  1.52e-11 |  7.75e-04
  6830 |  1.032e-07 |  1.032e-08 |  1.459e-09 |  3.77e-05 |  5.78e-05 |  2.61e-05 |  3.19e-03 |  5.43e-03 |  1.73e-05 |  1.0e-04 |  1.58e-11 |  7.74e-04
  6840 |  1.032e-07 |  1.032e-08 |  1.457e-09 |  3.77e-05 |  5.77e-05 |  2.61e-05 |  3.19e-03 |  5.43e-03 |  1.73e-05 |  1.0e-04 |  1.81e-11 |  7.74e-04
  6850 |  1.031e-07 |  1.031e-08 |  1.456e-09 |  3.77e-05 |  5.77e-05 |  2.60e-05 |  3.19e-03 |  5.42e-03 |  1.73e-05 |  1.0e-04 |  1.28e-11 |  7.74e-04
  6860 |  1.030e-07 |  1.030e-08 |  1.454e-09 |  3.77e-05 |  5.77e-05 |  2.60e-05 |  3.18e-03 |  5.42e-03 |  1.72e-05 |  1.0e-04 |  1.89e-11 |  7.74e-04
  6870 |  1.029e-07 |  1.029e-08 |  1.453e-09 |  3.77e-05 |  5.76e-05 |  2.60e-05 |  3.18e-03 |  5.41e-03 |  1.72e-05 |  1.0e-04 |  1.96e-11 |  7.74e-04
  6880 |  1.029e-07 |  1.029e-08 |  1.451e-09 |  3.76e-05 |  5.76e-05 |  2.60e-05 |  3.18e-03 |  5.41e-03 |  1.72e-05 |  1.0e-04 |  1.36e-11 |  7.74e-04
  6890 |  1.028e-07 |  1.028e-08 |  1.450e-09 |  3.76e-05 |  5.76e-05 |  2.60e-05 |  3.17e-03 |  5.40e-03 |  1.71e-05 |  1.0e-04 |  2.15e-11 |  7.73e-04
  6900 |  1.027e-07 |  1.027e-08 |  1.448e-09 |  3.76e-05 |  5.75e-05 |  2.60e-05 |  3.17e-03 |  5.40e-03 |  1.71e-05 |  1.0e-04 |  1.43e-11 |  7.73e-04
  6910 |  1.026e-07 |  1.026e-08 |  1.447e-09 |  3.76e-05 |  5.75e-05 |  2.60e-05 |  3.17e-03 |  5.39e-03 |  1.71e-05 |  1.0e-04 |  1.90e-11 |  7.73e-04
  6920 |  1.026e-07 |  1.026e-08 |  1.445e-09 |  3.76e-05 |  5.75e-05 |  2.59e-05 |  3.16e-03 |  5.39e-03 |  1.70e-05 |  1.0e-04 |  1.75e-11 |  7.73e-04
  6930 |  1.025e-07 |  1.025e-08 |  1.443e-09 |  3.75e-05 |  5.74e-05 |  2.59e-05 |  3.16e-03 |  5.39e-03 |  1.70e-05 |  1.0e-04 |  1.27e-11 |  7.73e-04
  6940 |  1.024e-07 |  1.024e-08 |  1.442e-09 |  3.75e-05 |  5.74e-05 |  2.59e-05 |  3.16e-03 |  5.38e-03 |  1.70e-05 |  1.0e-04 |  1.82e-11 |  7.72e-04
  6950 |  1.023e-07 |  1.023e-08 |  1.441e-09 |  3.75e-05 |  5.74e-05 |  2.59e-05 |  3.15e-03 |  5.38e-03 |  1.70e-05 |  1.0e-04 |  2.14e-11 |  7.72e-04
  6960 |  1.023e-07 |  1.023e-08 |  1.439e-09 |  3.75e-05 |  5.74e-05 |  2.59e-05 |  3.15e-03 |  5.37e-03 |  1.69e-05 |  1.0e-04 |  1.73e-11 |  7.72e-04
  6970 |  1.022e-07 |  1.022e-08 |  1.438e-09 |  3.75e-05 |  5.73e-05 |  2.58e-05 |  3.15e-03 |  5.37e-03 |  1.69e-05 |  1.0e-04 |  1.68e-11 |  7.72e-04
  6980 |  1.021e-07 |  1.021e-08 |  1.436e-09 |  3.74e-05 |  5.73e-05 |  2.58e-05 |  3.14e-03 |  5.36e-03 |  1.69e-05 |  1.0e-04 |  1.38e-11 |  7.72e-04
  6990 |  1.020e-07 |  1.020e-08 |  1.435e-09 |  3.74e-05 |  5.73e-05 |  2.58e-05 |  3.14e-03 |  5.36e-03 |  1.68e-05 |  1.0e-04 |  1.49e-11 |  7.72e-04
  7000 |  1.020e-07 |  1.020e-08 |  1.433e-09 |  3.74e-05 |  5.72e-05 |  2.58e-05 |  3.14e-03 |  5.35e-03 |  1.68e-05 |  1.0e-04 |  1.93e-11 |  7.71e-04
  7010 |  1.019e-07 |  1.019e-08 |  1.432e-09 |  3.74e-05 |  5.72e-05 |  2.58e-05 |  3.13e-03 |  5.35e-03 |  1.68e-05 |  1.0e-04 |  1.80e-11 |  7.71e-04
  7020 |  1.018e-07 |  1.018e-08 |  1.430e-09 |  3.74e-05 |  5.72e-05 |  2.58e-05 |  3.13e-03 |  5.34e-03 |  1.67e-05 |  1.0e-04 |  1.74e-11 |  7.71e-04
  7030 |  1.018e-07 |  1.017e-08 |  1.429e-09 |  3.74e-05 |  5.71e-05 |  2.57e-05 |  3.13e-03 |  5.34e-03 |  1.67e-05 |  1.0e-04 |  2.29e-11 |  7.71e-04
  7040 |  1.017e-07 |  1.017e-08 |  1.427e-09 |  3.73e-05 |  5.71e-05 |  2.57e-05 |  3.12e-03 |  5.34e-03 |  1.67e-05 |  1.0e-04 |  2.18e-11 |  7.71e-04
  7050 |  1.016e-07 |  1.016e-08 |  1.426e-09 |  3.73e-05 |  5.71e-05 |  2.57e-05 |  3.12e-03 |  5.33e-03 |  1.66e-05 |  1.0e-04 |  1.38e-11 |  7.71e-04
  7060 |  1.015e-07 |  1.015e-08 |  1.425e-09 |  3.73e-05 |  5.70e-05 |  2.57e-05 |  3.12e-03 |  5.33e-03 |  1.66e-05 |  1.0e-04 |  1.56e-11 |  7.70e-04
  7070 |  1.015e-07 |  1.014e-08 |  1.423e-09 |  3.73e-05 |  5.70e-05 |  2.57e-05 |  3.12e-03 |  5.32e-03 |  1.66e-05 |  1.0e-04 |  1.86e-11 |  7.70e-04
  7080 |  1.014e-07 |  1.014e-08 |  1.422e-09 |  3.73e-05 |  5.70e-05 |  2.57e-05 |  3.11e-03 |  5.32e-03 |  1.66e-05 |  1.0e-04 |  1.87e-11 |  7.70e-04
  7090 |  1.013e-07 |  1.013e-08 |  1.420e-09 |  3.72e-05 |  5.70e-05 |  2.56e-05 |  3.11e-03 |  5.31e-03 |  1.65e-05 |  1.0e-04 |  1.67e-11 |  7.70e-04
  7100 |  1.012e-07 |  1.012e-08 |  1.419e-09 |  3.72e-05 |  5.69e-05 |  2.56e-05 |  3.11e-03 |  5.31e-03 |  1.65e-05 |  1.0e-04 |  2.17e-11 |  7.70e-04
  7110 |  1.012e-07 |  1.012e-08 |  1.417e-09 |  3.72e-05 |  5.69e-05 |  2.56e-05 |  3.10e-03 |  5.31e-03 |  1.65e-05 |  1.0e-04 |  2.66e-11 |  7.70e-04
  7120 |  1.011e-07 |  1.011e-08 |  1.416e-09 |  3.72e-05 |  5.69e-05 |  2.56e-05 |  3.10e-03 |  5.30e-03 |  1.64e-05 |  1.0e-04 |  1.51e-11 |  7.69e-04
  7130 |  1.010e-07 |  1.010e-08 |  1.414e-09 |  3.72e-05 |  5.68e-05 |  2.56e-05 |  3.10e-03 |  5.30e-03 |  1.64e-05 |  1.0e-04 |  1.68e-11 |  7.69e-04
  7140 |  1.010e-07 |  1.009e-08 |  1.413e-09 |  3.72e-05 |  5.68e-05 |  2.56e-05 |  3.09e-03 |  5.29e-03 |  1.64e-05 |  1.0e-04 |  2.49e-11 |  7.69e-04
  7150 |  1.009e-07 |  1.009e-08 |  1.412e-09 |  3.71e-05 |  5.68e-05 |  2.56e-05 |  3.09e-03 |  5.29e-03 |  1.63e-05 |  1.0e-04 |  1.54e-11 |  7.69e-04
  7160 |  1.008e-07 |  1.008e-08 |  1.410e-09 |  3.71e-05 |  5.67e-05 |  2.55e-05 |  3.09e-03 |  5.28e-03 |  1.63e-05 |  1.0e-04 |  2.17e-11 |  7.69e-04
  7170 |  1.007e-07 |  1.007e-08 |  1.409e-09 |  3.71e-05 |  5.67e-05 |  2.55e-05 |  3.08e-03 |  5.28e-03 |  1.63e-05 |  1.0e-04 |  2.11e-11 |  7.69e-04
  7180 |  1.007e-07 |  1.007e-08 |  1.408e-09 |  3.71e-05 |  5.67e-05 |  2.55e-05 |  3.08e-03 |  5.27e-03 |  1.63e-05 |  1.0e-04 |  1.93e-11 |  7.68e-04
  7190 |  1.006e-07 |  1.006e-08 |  1.406e-09 |  3.71e-05 |  5.67e-05 |  2.55e-05 |  3.08e-03 |  5.27e-03 |  1.62e-05 |  1.0e-04 |  2.19e-11 |  7.68e-04
  7200 |  1.005e-07 |  1.005e-08 |  1.405e-09 |  3.70e-05 |  5.66e-05 |  2.55e-05 |  3.08e-03 |  5.27e-03 |  1.62e-05 |  1.0e-04 |  1.82e-11 |  7.68e-04
  7210 |  1.005e-07 |  1.004e-08 |  1.403e-09 |  3.70e-05 |  5.66e-05 |  2.55e-05 |  3.07e-03 |  5.26e-03 |  1.62e-05 |  1.0e-04 |  1.72e-11 |  7.68e-04
  7220 |  1.004e-07 |  1.004e-08 |  1.402e-09 |  3.70e-05 |  5.66e-05 |  2.55e-05 |  3.07e-03 |  5.26e-03 |  1.61e-05 |  1.0e-04 |  1.53e-11 |  7.68e-04
  7230 |  1.003e-07 |  1.003e-08 |  1.400e-09 |  3.70e-05 |  5.65e-05 |  2.54e-05 |  3.07e-03 |  5.25e-03 |  1.61e-05 |  1.0e-04 |  1.71e-11 |  7.68e-04
  7240 |  1.002e-07 |  1.002e-08 |  1.399e-09 |  3.70e-05 |  5.65e-05 |  2.54e-05 |  3.06e-03 |  5.25e-03 |  1.61e-05 |  1.0e-04 |  2.16e-11 |  7.67e-04
  7250 |  1.002e-07 |  1.002e-08 |  1.398e-09 |  3.70e-05 |  5.65e-05 |  2.54e-05 |  3.06e-03 |  5.25e-03 |  1.61e-05 |  1.0e-04 |  1.82e-11 |  7.67e-04
  7260 |  1.001e-07 |  1.001e-08 |  1.396e-09 |  3.69e-05 |  5.65e-05 |  2.54e-05 |  3.06e-03 |  5.24e-03 |  1.60e-05 |  1.0e-04 |  1.85e-11 |  7.67e-04
  7270 |  1.000e-07 |  1.000e-08 |  1.395e-09 |  3.69e-05 |  5.64e-05 |  2.54e-05 |  3.05e-03 |  5.24e-03 |  1.60e-05 |  1.0e-04 |  1.75e-11 |  7.67e-04
  7280 |  9.996e-08 |  9.996e-09 |  1.394e-09 |  3.69e-05 |  5.64e-05 |  2.54e-05 |  3.05e-03 |  5.23e-03 |  1.60e-05 |  1.0e-04 |  1.51e-11 |  7.67e-04
  7290 |  9.989e-08 |  9.989e-09 |  1.392e-09 |  3.69e-05 |  5.64e-05 |  2.53e-05 |  3.05e-03 |  5.23e-03 |  1.59e-05 |  1.0e-04 |  1.78e-11 |  7.67e-04
  7300 |  9.982e-08 |  9.982e-09 |  1.391e-09 |  3.69e-05 |  5.63e-05 |  2.54e-05 |  3.05e-03 |  5.22e-03 |  1.59e-05 |  1.0e-04 |  1.36e-11 |  7.66e-04
  7310 |  9.976e-08 |  9.975e-09 |  1.390e-09 |  3.69e-05 |  5.63e-05 |  2.53e-05 |  3.04e-03 |  5.22e-03 |  1.59e-05 |  1.0e-04 |  2.37e-11 |  7.66e-04
  7320 |  9.969e-08 |  9.968e-09 |  1.388e-09 |  3.68e-05 |  5.63e-05 |  2.53e-05 |  3.04e-03 |  5.22e-03 |  1.59e-05 |  1.0e-04 |  1.91e-11 |  7.66e-04
  7330 |  9.963e-08 |  9.961e-09 |  1.387e-09 |  3.68e-05 |  5.63e-05 |  2.53e-05 |  3.04e-03 |  5.21e-03 |  1.58e-05 |  1.0e-04 |  1.54e-11 |  7.66e-04
