iter,obj_mse_weighted,obj_mse,feas_mse,pde_con_mse,bcv_mse,bcd_mse,ic_mse,station,tau,alpha,beta,kkt_res,d_inf,d_l2
4280,8.085e-05,8.085e-06,1.668e-10,1.72225e-09,6.200099999999999e-12,3.3856e-12,1.94481e-11,0.001428,0.4576036,0.3,0.155,0.00016,0.00143,0.00527
4290,8.033e-05,8.032999999999999e-06,6.719e-10,2.01601e-09,6.200099999999999e-12,3.3489000000000004e-12,1.94481e-11,0.0004048,0.4576036,0.941,0.155,0.00016,0.000405,0.00176
4300,8e-05,8.000000000000001e-06,1.094e-09,2.61121e-09,6.1504e-12,3.3489000000000004e-12,1.936e-11,0.0007677,0.4576036,0.94,0.154,0.00016,0.000768,0.00266
4310,8.014e-05,8.014e-06,4.502e-10,9.363599999999999e-10,6.3001000000000006e-12,3.4225000000000004e-12,1.936e-11,0.002547,0.4576036,0.105,0.154,0.00016,0.00255,0.00849
4320,7.969e-05,7.969000000000001e-06,6.573e-10,2.2089999999999997e-09,6.200099999999999e-12,3.3124e-12,1.94481e-11,0.001772,0.4576036,0.271,0.154,0.00016,0.00177,0.00599
4330,8.011e-05,8.011e-06,6.774e-10,2.8196100000000004e-09,6.200099999999999e-12,3.3856e-12,1.936e-11,0.0006459,0.4576036,0.936,0.154,0.00015,0.000646,0.00249
4340,7.951e-05,7.951e-06,2.649e-10,1.6646400000000002e-09,6.0516000000000006e-12,3.2761e-12,1.936e-11,0.0003667,0.4576036,0.935,0.154,0.00015,0.000367,0.00165
4350,7.912e-05,7.912e-06,7.891e-10,1.75561e-09,6.0516000000000006e-12,3.2761e-12,1.936e-11,0.0001473,0.4576036,0.934,0.153,0.00015,0.000147,0.000976
4360,7.975e-05,7.975e-06,4.48e-10,3.61201e-09,6.1009e-12,3.3489000000000004e-12,1.9272100000000002e-11,0.001253,0.4576036,0.637,0.153,0.00015,0.00125,0.00433
4370,7.935e-05,7.935000000000001e-06,7.199e-10,1.936e-09,6.0516000000000006e-12,3.3124e-12,1.9184400000000002e-11,0.0005187,0.4576036,0.931,0.153,0.00015,0.000519,0.00245
4380,7.881e-05,7.881e-06,2.648e-10,5.3361e-10,5.9536e-12,3.2761e-12,1.9272100000000002e-11,0.002296,0.4576036,0.0944,0.153,0.00015,0.0023,0.00771
4390,7.876e-05,7.876e-06,1.006e-09,3.2148900000000003e-09,6.0516000000000006e-12,3.2399999999999995e-12,1.936e-11,0.0005797,0.4576036,0.929,0.153,0.00015,0.00058,0.00281
4400,7.797e-05,7.797e-06,4.44e-10,2.0793599999999997e-09,5.9536e-12,3.2399999999999995e-12,1.936e-11,0.002019,0.4576036,0.202,0.152,0.00015,0.00202,0.00696
4410,7.827e-05,7.827e-06,2.057e-10,9.0601e-10,5.9049e-12,3.2041e-12,1.9184400000000002e-11,0.001361,0.4576036,0.325,0.152,0.00015,0.00136,0.00471
4420,7.823e-05,7.823e-06,5.255e-10,2.23729e-09,5.856400000000001e-12,3.2041e-12,1.9184400000000002e-11,0.000367,0.4576036,1.02,0.152,0.00015,0.000367,0.00157
4430,7.785e-05,7.785e-06,2.217e-10,2.2089999999999997e-09,6.002499999999999e-12,3.2041e-12,1.9272100000000002e-11,0.001458,0.4576036,0.356,0.152,0.00015,0.00146,0.00509
4440,7.748e-05,7.748e-06,2.154e-10,1.1289599999999998e-09,5.9536e-12,3.2399999999999995e-12,1.9184400000000002e-11,0.001773,0.4576036,0.201,0.152,0.00015,0.00177,0.00595
4450,7.745e-05,7.745e-06,8.979e-10,2.1252100000000004e-09,5.856400000000001e-12,3.2041e-12,1.9096899999999998e-11,0.0001907,0.4576036,1.01,0.151,0.00015,0.000191,0.00123
4460,7.674e-05,7.674e-06,1.157e-09,1.98916e-09,5.856400000000001e-12,3.2041e-12,1.9096899999999998e-11,0.001844,0.4576036,0.22,0.151,0.00015,0.00184,0.00671
4470,7.702e-05,7.702e-06,8.328e-10,3.2832899999999997e-09,5.808099999999999e-12,3.2041e-12,1.9272100000000002e-11,0.00249,0.4576036,0.124,0.151,0.00015,0.00249,0.0089
4480,7.697e-05,7.697000000000001e-06,6.737e-10,7.182400000000001e-10,5.7121e-12,3.1329e-12,1.9184400000000002e-11,0.00227,0.4576036,0.103,0.151,0.00015,0.00227,0.00756
4490,7.692e-05,7.692e-06,4.856e-10,3.481e-09,5.7121e-12,3.1329e-12,1.9272100000000002e-11,0.001801,0.4576036,0.266,0.151,0.00015,0.0018,0.00638
4500,7.651e-05,7.651e-06,7.347e-10,3.16969e-09,5.808099999999999e-12,3.2041e-12,1.9184400000000002e-11,0.002505,0.4576036,0.112,0.15,0.00015,0.0025,0.00904
4510,7.618e-05,7.618000000000001e-06,2.896e-10,5.35824e-09,5.664400000000001e-12,3.1683999999999997e-12,1.9096899999999998e-11,0.002636,0.4576036,0.136,0.15,0.00015,0.00264,0.00944
4520,7.633e-05,7.633e-06,1.044e-09,1.6240899999999997e-09,5.808099999999999e-12,3.2761e-12,1.9184400000000002e-11,0.0003399,0.4576036,1.0,0.15,0.00015,0.00034,0.00161
4530,7.609e-05,7.6089999999999995e-06,3.568e-10,1.47456e-09,5.7121e-12,3.1683999999999997e-12,1.9096899999999998e-11,0.002631,0.4576036,0.0926,0.15,0.00015,0.00263,0.00903
4540,7.587e-05,7.587e-06,4.395e-10,2.1715600000000003e-09,5.808099999999999e-12,3.1683999999999997e-12,1.9184400000000002e-11,0.001785,0.4576036,0.29,0.15,0.00015,0.00178,0.00581
4550,7.654e-05,7.654e-06,8.711e-10,1.6974399999999999e-09,5.76e-12,3.2041e-12,1.9184400000000002e-11,0.0008134,0.4576036,1.0,0.149,0.00015,0.000813,0.00274
4560,7.588e-05,7.588e-06,2.416e-10,9.2416e-10,5.616900000000001e-12,3.1329e-12,1.9096899999999998e-11,0.00284,0.4576036,0.0693,0.149,0.00015,0.00284,0.00961
4570,7.585e-05,7.585e-06,3.993e-10,2.1529600000000004e-09,5.616900000000001e-12,3.0625e-12,1.9184400000000002e-11,0.0005183,0.4576036,0.998,0.149,0.00015,0.000518,0.00224
4580,7.49e-05,7.49e-06,1.104e-09,2.7248400000000003e-09,5.569599999999999e-12,3.1329e-12,1.90096e-11,0.0003749,0.4576036,0.997,0.149,0.00015,0.000375,0.00217
4590,7.522e-05,7.522e-06,7.045e-10,9.7344e-10,5.5224999999999995e-12,3.0276e-12,1.9184400000000002e-11,0.001251,0.4576036,0.422,0.149,0.00015,0.00125,0.0042
4600,7.452e-05,7.452e-06,2.99e-10,7.672899999999999e-10,5.5224999999999995e-12,3.0976000000000005e-12,1.9096899999999998e-11,0.0002492,0.4576036,0.994,0.149,0.00015,0.000249,0.00143
4610,7.45e-05,7.45e-06,4.68e-10,1.1492099999999998e-09,5.5224999999999995e-12,3.0625e-12,1.90096e-11,0.0004542,0.4576036,0.993,0.148,0.00015,0.000454,0.0014
4620,7.47e-05,7.47e-06,4.827e-10,1.56816e-09,5.616900000000001e-12,3.1329e-12,1.90096e-11,0.0008495,0.4576036,0.616,0.148,0.00015,0.00085,0.00345
4630,7.442e-05,7.441999999999999e-06,2.839e-10,1.5366399999999998e-09,5.428900000000001e-12,3.0625e-12,1.90096e-11,0.001387,0.4576036,0.42,0.148,0.00015,0.00139,0.00434
4640,7.418e-05,7.418e-06,4.934e-10,1.5602499999999999e-09,5.29e-12,3.0625e-12,1.90096e-11,0.0005035,0.4576036,0.99,0.148,0.00015,0.000503,0.00245
4650,7.464e-05,7.464e-06,4.681e-10,5.34361e-09,5.4756e-12,3.0625e-12,1.90096e-11,0.001343,0.4576036,0.614,0.148,0.00015,0.00134,0.00438
4660,7.439e-05,7.438999999999999e-06,2.32e-10,1.94481e-09,5.3360999999999994e-12,2.9929e-12,1.89225e-11,0.001057,0.4576036,0.674,0.147,0.00015,0.00106,0.00333
4670,7.361e-05,7.3609999999999995e-06,4.068e-10,1.19716e-09,5.428900000000001e-12,3.0625e-12,1.9096899999999998e-11,0.0003388,0.4576036,0.986,0.147,0.00015,0.000339,0.00201
4680,7.444e-05,7.444e-06,8.384e-10,1.79776e-09,5.3360999999999994e-12,2.9929e-12,1.89225e-11,0.0006245,0.4576036,0.985,0.147,0.00015,0.000625,0.00267
4690,7.291e-05,7.291e-06,6.315e-10,1.74724e-09,5.4756e-12,3.0976000000000005e-12,1.90096e-11,0.002097,0.4576036,0.177,0.147,0.00015,0.0021,0.00704
4700,7.322e-05,7.3219999999999995e-06,1.909e-10,1.73056e-09,5.382399999999999e-12,3.0976000000000005e-12,1.89225e-11,0.001366,0.4576036,0.344,0.147,0.00015,0.00137,0.0049
4710,7.296e-05,7.296000000000001e-06,7.335e-10,8.1796e-10,5.616900000000001e-12,3.0976000000000005e-12,1.89225e-11,0.002031,0.4576036,0.146,0.147,0.00015,0.00203,0.00691
4720,7.33e-05,7.330000000000001e-06,6.914e-10,3.2148900000000003e-09,5.2441e-12,2.9584e-12,1.88356e-11,0.0006035,0.4576036,0.98,0.146,0.00015,0.000604,0.00217
4730,7.26e-05,7.26e-06,7.103e-10,6.336159999999999e-09,5.2441e-12,3.0625e-12,1.90096e-11,0.003402,0.4576036,0.0994,0.146,0.00015,0.0034,0.0112
4740,7.234e-05,7.2340000000000005e-06,2.687e-10,8.2369e-10,5.2441e-12,2.9929e-12,1.89225e-11,0.001233,0.4576036,0.283,0.146,0.00015,0.00123,0.00425
4750,7.241e-05,7.241000000000001e-06,3.549e-10,2.5100099999999997e-09,5.29e-12,3.0625e-12,1.90096e-11,0.001404,0.4576036,0.376,0.146,0.00015,0.0014,0.00501
4760,7.18e-05,7.18e-06,5.767e-10,2.98116e-09,5.198400000000001e-12,2.9584e-12,1.88356e-11,0.0002727,0.4576036,0.975,0.146,0.00014,0.000273,0.00143
4770,7.217e-05,7.217e-06,2.023e-10,1.43641e-09,5.152899999999999e-12,2.9929e-12,1.88356e-11,0.001106,0.4576036,0.454,0.145,0.00014,0.00111,0.00403
4780,7.199e-05,7.198999999999999e-06,1.03e-09,2.98116e-09,5.428900000000001e-12,3.1683999999999997e-12,1.90096e-11,0.003158,0.4576036,0.0816,0.145,0.00015,0.00316,0.011
4790,7.171e-05,7.1710000000000005e-06,4.356e-10,2.22784e-09,5.152899999999999e-12,2.9240999999999996e-12,1.87489e-11,0.0003806,0.4576036,0.972,0.145,0.00014,0.000381,0.00225
4800,7.15e-05,7.15e-06,4.795e-10,1.23904e-09,5.1076e-12,2.9929e-12,1.89225e-11,0.001783,0.4576036,0.175,0.145,0.00014,0.00178,0.00624
4810,7.199e-05,7.198999999999999e-06,1.419e-09,1.37641e-09,5.1076e-12,2.9584e-12,1.87489e-11,0.0008136,0.4576036,0.881,0.145,0.00014,0.000814,0.00284
4820,7.183e-05,7.183e-06,1.402e-09,1.8576099999999998e-09,5.0625e-12,3.0276e-12,1.88356e-11,0.003935,0.4576036,0.0504,0.145,0.00015,0.00394,0.0132
4830,7.139e-05,7.139000000000001e-06,5.676e-10,1.6402500000000002e-09,5.017600000000001e-12,2.9240999999999996e-12,1.88356e-11,0.0005513,0.4576036,0.967,0.144,0.00014,0.000551,0.00239
4840,7.14e-05,7.14e-06,1.303e-09,2.0793599999999997e-09,5.0625e-12,2.9584e-12,1.88356e-11,0.0006136,0.4576036,0.966,0.144,0.00014,0.000614,0.00219
4850,7.114e-05,7.114e-06,9.352e-10,1.521e-09,5.0625e-12,2.9240999999999996e-12,1.89225e-11,0.0005899,0.4576036,0.965,0.144,0.00014,0.00059,0.00223
4860,7.092e-05,7.092000000000001e-06,4.361e-10,3.43396e-09,5.1076e-12,3.0276e-12,1.88356e-11,0.003564,0.4576036,0.0735,0.144,0.00015,0.00356,0.0118
4870,7.132e-05,7.1320000000000005e-06,1.049e-09,2.2467600000000002e-09,4.9728999999999995e-12,2.9240999999999996e-12,1.87489e-11,0.0007697,0.4576036,0.795,0.144,0.00014,0.00077,0.00315
4880,7.019e-05,7.019e-06,3.847e-10,1.35424e-09,4.9728999999999995e-12,2.9584e-12,1.88356e-11,0.001858,0.4576036,0.209,0.144,0.00014,0.00186,0.00615
4890,7.013e-05,7.013e-06,2.786e-10,1.03041e-09,4.8841e-12,2.89e-12,1.88356e-11,0.001274,0.4576036,0.278,0.143,0.00014,0.00127,0.00496
4900,7.016e-05,7.016e-06,4.511e-10,7.9524e-10,4.9728999999999995e-12,2.9240999999999996e-12,1.87489e-11,0.0005026,0.4576036,0.959,0.143,0.00014,0.000503,0.00205
4910,6.996e-05,6.9960000000000004e-06,8.346e-10,3.4456899999999995e-09,4.8841e-12,2.9584e-12,1.87489e-11,0.0002818,0.4576036,0.958,0.143,0.00014,0.000282,0.00149
4920,7.056e-05,7.056e-06,5.392e-10,2.78784e-09,4.84e-12,2.8560999999999995e-12,1.88356e-11,0.0007045,0.4576036,0.957,0.143,0.00014,0.000704,0.00266
4930,6.951e-05,6.951e-06,2.837e-10,1.75561e-09,4.8841e-12,2.89e-12,1.87489e-11,0.002343,0.4576036,0.129,0.143,0.00014,0.00234,0.00786
4940,6.942e-05,6.942e-06,3.463e-10,4.2380099999999995e-09,4.7961000000000005e-12,2.8560999999999995e-12,1.8662400000000003e-11,0.001816,0.4576036,0.228,0.143,0.00014,0.00182,0.00695
4950,6.979e-05,6.979e-06,3.863e-10,1.1902499999999999e-09,5.017600000000001e-12,2.9240999999999996e-12,1.87489e-11,0.003116,0.4576036,0.0601,0.142,0.00014,0.00312,0.0111
4960,6.916e-05,6.9159999999999995e-06,1.377e-10,2.16225e-09,4.7961000000000005e-12,2.89e-12,1.8662400000000003e-11,0.001205,0.4576036,0.404,0.142,0.00014,0.0012,0.00437
4970,6.938e-05,6.938e-06,5.904e-10,3.6481599999999995e-09,4.84e-12,2.8224e-12,1.8576100000000003e-11,0.0006463,0.4576036,0.951,0.142,0.00014,0.000646,0.00256
4980,6.88e-05,6.88e-06,6.292e-10,2.68324e-09,4.7524e-12,2.8224e-12,1.87489e-11,0.001445,0.4576036,0.333,0.142,0.00014,0.00145,0.00525
4990,6.887e-05,6.8869999999999995e-06,1.674e-09,2.2562500000000004e-09,4.7089e-12,2.8224e-12,1.87489e-11,0.0002831,0.4576036,0.949,0.142,0.00014,0.000283,0.0018
5000,6.86e-05,6.86e-06,3.083e-10,1.13569e-09,4.7961000000000005e-12,2.89e-12,1.8662400000000003e-11,0.001412,0.4576036,0.302,0.142,0.00014,0.00141,0.0048
5010,6.903e-05,6.903e-06,4.335e-10,9.985600000000001e-10,4.84e-12,2.89e-12,1.87489e-11,0.003204,0.4576036,0.0493,0.141,0.00014,0.0032,0.0113
5020,6.851e-05,6.851000000000001e-06,2.128e-10,1.03041e-09,4.7089e-12,2.8560999999999995e-12,1.8662400000000003e-11,0.0008038,0.4576036,0.71,0.141,0.00014,0.000804,0.00295
5030,6.808e-05,6.808e-06,8.682e-10,2.2944099999999997e-09,4.7961000000000005e-12,2.89e-12,1.8662400000000003e-11,0.0002758,0.4576036,0.945,0.141,0.00014,0.000276,0.00125
5040,6.871e-05,6.871e-06,1.223e-09,2.95936e-09,4.9728999999999995e-12,2.9584e-12,1.87489e-11,0.003817,0.4576036,0.0541,0.141,0.00014,0.00382,0.0129
5050,6.852e-05,6.852e-06,5.276e-10,1.97136e-09,4.6225000000000005e-12,2.7889000000000004e-12,1.8662400000000003e-11,0.0009759,0.4576036,0.585,0.141,0.00014,0.000976,0.00387
5060,6.776e-05,6.776e-06,1.614e-10,1.6321599999999999e-09,4.6225000000000005e-12,2.7889000000000004e-12,1.8662400000000003e-11,0.002223,0.4576036,0.116,0.141,0.00014,0.00222,0.00747
5070,6.77e-05,6.77e-06,4.512e-10,9.61e-10,4.6225000000000005e-12,2.8224e-12,1.8662400000000003e-11,0.0002134,0.4576036,0.94,0.14,0.00014,0.000213,0.00108
5080,6.752e-05,6.752000000000001e-06,6.132e-10,1.78929e-09,4.5795999999999996e-12,2.8224e-12,1.8576100000000003e-11,0.002605,0.4576036,0.105,0.14,0.00014,0.00261,0.00878
5090,6.765e-05,6.7650000000000005e-06,4.519e-10,2.71441e-09,4.665600000000001e-12,2.8224e-12,1.8662400000000003e-11,0.003012,0.4576036,0.0651,0.14,0.00014,0.00301,0.0107
5100,6.725e-05,6.724999999999999e-06,3.338e-10,1.8147599999999998e-09,4.665600000000001e-12,2.89e-12,1.87489e-11,0.001417,0.4576036,0.271,0.14,0.00014,0.00142,0.00529
5110,6.731e-05,6.7310000000000004e-06,4.614e-10,1.6321599999999999e-09,4.4944e-12,2.7889000000000004e-12,1.8662400000000003e-11,0.001185,0.4576036,0.48,0.14,0.00014,0.00118,0.00389
5120,6.758e-05,6.758e-06,6.86e-10,1.3912899999999999e-09,4.6225000000000005e-12,2.8560999999999995e-12,1.8662400000000003e-11,0.000805,0.4576036,0.639,0.14,0.00014,0.000805,0.00331
5130,6.691e-05,6.690999999999999e-06,7.503e-10,2.6214399999999996e-09,4.4944e-12,2.8224e-12,1.8576100000000003e-11,0.0007099,0.4576036,0.772,0.14,0.00014,0.00071,0.00315
5140,6.703e-05,6.703e-06,9.503e-10,3.3062500000000002e-09,4.536899999999999e-12,2.8224e-12,1.8576100000000003e-11,0.0005533,0.4576036,0.933,0.139,0.00014,0.000553,0.00242
5150,6.673e-05,6.673e-06,8.546e-10,1.2673599999999999e-09,4.4521e-12,2.7889000000000004e-12,1.8576100000000003e-11,0.001771,0.4576036,0.152,0.139,0.00014,0.00177,0.00699
5160,6.643e-05,6.643e-06,6.765e-10,1.521e-09,4.4521e-12,2.7556e-12,1.8576100000000003e-11,0.001212,0.4576036,0.395,0.139,0.00014,0.00121,0.0042
5170,6.69e-05,6.69e-06,8.281e-10,2.5603599999999996e-09,4.3680999999999995e-12,2.7889000000000004e-12,1.8576100000000003e-11,0.0004378,0.4576036,0.93,0.139,0.00014,0.000438,0.00184
5180,6.617e-05,6.6169999999999995e-06,2.499e-10,3.794560000000001e-09,4.5795999999999996e-12,2.8224e-12,1.8576100000000003e-11,0.00275,0.4576036,0.114,0.139,0.00014,0.00275,0.00962
5190,6.637e-05,6.637e-06,2.156e-10,3.95641e-09,4.4944e-12,2.8560999999999995e-12,1.8576100000000003e-11,0.001318,0.4576036,0.358,0.139,0.00014,0.00132,0.00507
5200,6.642e-05,6.642e-06,3.569e-10,1.3912899999999999e-09,4.409999999999999e-12,2.7556e-12,1.8576100000000003e-11,0.0007222,0.4576036,0.696,0.138,0.00014,0.000722,0.00323
5210,6.585e-05,6.5850000000000005e-06,4.105e-10,9e-10,4.409999999999999e-12,2.7556e-12,1.8662400000000003e-11,0.00205,0.4576036,0.125,0.138,0.00014,0.00205,0.00693
5220,6.58e-05,6.58e-06,2.233e-10,2.52004e-09,4.3680999999999995e-12,2.7889000000000004e-12,1.8576100000000003e-11,0.00129,0.4576036,0.392,0.138,0.00014,0.00129,0.00449
5230,6.594e-05,6.594e-06,3.899e-10,3.0030399999999996e-09,4.3680999999999995e-12,2.8224e-12,1.8576100000000003e-11,0.001158,0.4576036,0.521,0.138,0.00014,0.00116,0.00412
5240,6.536e-05,6.536e-06,6.746e-10,9.859599999999998e-10,4.3264e-12,2.7225e-12,1.8490000000000002e-11,0.0002705,0.4576036,1.01,0.138,0.00014,0.000271,0.00161
5250,6.644e-05,6.643999999999999e-06,4.886e-10,1.8835599999999996e-09,4.3680999999999995e-12,2.7889000000000004e-12,1.8576100000000003e-11,0.0005879,0.4576036,0.922,0.138,0.00014,0.000588,0.00245
5260,6.518e-05,6.517999999999999e-06,1.597e-09,2.1715600000000003e-09,4.409999999999999e-12,2.7889000000000004e-12,1.8404099999999997e-11,0.000138,0.4576036,1.01,0.137,0.00013,0.000138,0.000835
5270,6.526e-05,6.526e-06,4.861e-10,1.2040900000000001e-09,4.3680999999999995e-12,2.7556e-12,1.8662400000000003e-11,0.001062,0.4576036,0.39,0.137,0.00014,0.00106,0.00397
5280,6.627e-05,6.627e-06,1.397e-09,3.3408400000000002e-09,4.2849e-12,2.7556e-12,1.8576100000000003e-11,0.0007198,0.4576036,1.01,0.137,0.00013,0.00072,0.00243
5290,6.493e-05,6.493e-06,3.315e-10,9.363599999999999e-10,4.243600000000001e-12,2.7556e-12,1.8490000000000002e-11,0.001435,0.4576036,0.182,0.137,0.00014,0.00144,0.00546
5300,6.511e-05,6.511000000000001e-06,3.616e-10,1.6646400000000002e-09,4.3680999999999995e-12,2.7556e-12,1.8490000000000002e-11,0.003044,0.4576036,0.0636,0.137,0.00014,0.00304,0.0105
5310,6.478e-05,6.478e-06,3.984e-10,8.5849e-10,4.2024999999999995e-12,2.7225e-12,1.8576100000000003e-11,0.00224,0.4576036,0.0929,0.137,0.00014,0.00224,0.00816
5320,6.496e-05,6.496e-06,4.63e-10,1.2673599999999999e-09,4.2849e-12,2.7556e-12,1.8490000000000002e-11,0.0005187,0.4576036,1.01,0.137,0.00013,0.000519,0.00236
5330,6.459e-05,6.459e-06,3.928e-10,2.21841e-09,4.2849e-12,2.7225e-12,1.8490000000000002e-11,0.000289,0.4576036,1.0,0.136,0.00013,0.000289,0.00129
5340,6.447e-05,6.4469999999999994e-06,2.987e-10,9.796900000000002e-10,4.1615999999999996e-12,2.6895999999999998e-12,1.8576100000000003e-11,0.00238,0.4576036,0.0926,0.136,0.00014,0.00238,0.0081
5350,6.414e-05,6.414000000000001e-06,3.549e-10,7.128899999999999e-10,4.1209e-12,2.6569e-12,1.8576100000000003e-11,0.00143,0.4576036,0.218,0.136,0.00013,0.00143,0.005
5360,6.455e-05,6.455e-06,3.885e-10,2.99209e-09,4.1615999999999996e-12,2.6895999999999998e-12,1.8576100000000003e-11,0.003155,0.4576036,0.0764,0.136,0.00014,0.00315,0.0112
5370,6.407e-05,6.407e-06,5.894e-10,1.35424e-09,4.0804e-12,2.7225e-12,1.87489e-11,0.001879,0.4576036,0.164,0.136,0.00013,0.00188,0.00645
5380,6.393e-05,6.3930000000000005e-06,3.865e-10,1.2816400000000001e-09,4.1615999999999996e-12,2.7556e-12,1.8576100000000003e-11,0.001695,0.4576036,0.18,0.136,0.00013,0.00169,0.00612
5390,6.372e-05,6.372000000000001e-06,2.078e-10,1.26025e-09,4.1209e-12,2.7225e-12,1.8576100000000003e-11,0.001791,0.4576036,0.18,0.136,0.00013,0.00179,0.00628
5400,6.414e-05,6.414000000000001e-06,1.816e-09,1.90969e-09,4.1209e-12,2.7556e-12,1.8576100000000003e-11,0.0006199,0.4576036,0.997,0.135,0.00013,0.00062,0.00226
5410,6.448e-05,6.448000000000001e-06,5.454e-10,9.5481e-10,4e-12,2.7225e-12,1.8576100000000003e-11,0.0006129,0.4576036,0.996,0.135,0.00013,0.000613,0.00236
5420,6.353e-05,6.353e-06,3.881e-10,2.32324e-09,4.1615999999999996e-12,2.7225e-12,1.8490000000000002e-11,0.001056,0.4576036,0.384,0.135,0.00013,0.00106,0.0046
5430,6.352e-05,6.352e-06,5.798e-11,1.8490000000000001e-09,3.9601e-12,2.6569e-12,1.8576100000000003e-11,0.001343,0.4576036,0.348,0.135,0.00013,0.00134,0.00464
5440,6.388e-05,6.3880000000000005e-06,4.602e-10,1.6402500000000002e-09,4.040099999999999e-12,2.6895999999999998e-12,1.8576100000000003e-11,0.0007962,0.4576036,0.678,0.135,0.00013,0.000796,0.00321
5450,6.33e-05,6.3299999999999995e-06,5.476e-10,3.136e-09,4.040099999999999e-12,2.6569e-12,1.8576100000000003e-11,0.001594,0.4576036,0.216,0.135,0.00013,0.00159,0.00607
5460,6.314e-05,6.313999999999999e-06,4.014e-10,2.4108100000000003e-09,4.040099999999999e-12,2.6569e-12,1.8490000000000002e-11,0.002236,0.4576036,0.122,0.135,0.00013,0.00224,0.00791
5470,6.292e-05,6.292e-06,8.776e-10,1.33225e-09,3.9601e-12,2.6569e-12,1.8576100000000003e-11,0.002192,0.4576036,0.122,0.134,0.00013,0.00219,0.00793
5480,6.284e-05,6.284e-06,1.631e-10,1.0692900000000001e-09,3.9204e-12,2.6895999999999998e-12,1.8490000000000002e-11,0.001802,0.4576036,0.147,0.134,0.00013,0.0018,0.00652
5490,6.395e-05,6.395e-06,1.195e-09,3.04704e-09,4e-12,2.6569e-12,1.8490000000000002e-11,0.0008669,0.4576036,0.816,0.134,0.00013,0.000867,0.00335
5500,6.259e-05,6.259e-06,6.815e-10,1.0048899999999998e-09,4e-12,2.6895999999999998e-12,1.8490000000000002e-11,0.0002409,0.4576036,0.987,0.134,0.00013,0.000241,0.00108
5510,6.266e-05,6.266e-06,5.575e-10,1.4212900000000002e-09,3.8809000000000006e-12,2.6569e-12,1.8490000000000002e-11,0.001937,0.4576036,0.177,0.134,0.00013,0.00194,0.00652
5520,6.242e-05,6.2420000000000005e-06,1.713e-10,7.6176e-10,4.1615999999999996e-12,2.7225e-12,1.8576100000000003e-11,0.001957,0.4576036,0.121,0.134,0.00013,0.00196,0.00656
5530,6.222e-05,6.222e-06,2.502e-10,2.6214399999999996e-09,3.9204e-12,2.6569e-12,1.8576100000000003e-11,0.001647,0.4576036,0.235,0.134,0.00013,0.00165,0.00592
5540,6.294e-05,6.294e-06,7.008e-10,1.5523600000000002e-09,3.9204e-12,2.6569e-12,1.8576100000000003e-11,0.0004891,0.4576036,0.983,0.133,0.00013,0.000489,0.00198
5550,6.241e-05,6.240999999999999e-06,2.693e-10,1.72225e-09,3.8809000000000006e-12,2.5921000000000002e-12,1.8490000000000002e-11,0.0007307,0.4576036,0.737,0.133,0.00013,0.000731,0.00331
5560,6.196e-05,6.196e-06,3.004e-10,2.13444e-09,4e-12,2.6569e-12,1.8490000000000002e-11,0.001808,0.4576036,0.194,0.133,0.00013,0.00181,0.00643
5570,6.21e-05,6.210000000000001e-06,3.895e-10,2.18089e-09,3.8025e-12,2.5921000000000002e-12,1.8576100000000003e-11,0.001153,0.4576036,0.503,0.133,0.00013,0.00115,0.00425
5580,6.167e-05,6.1669999999999996e-06,4.818e-10,2.68324e-09,3.841599999999999e-12,2.6244e-12,1.8404099999999997e-11,0.002219,0.4576036,0.145,0.133,0.00013,0.00222,0.00788
5590,6.165e-05,6.164999999999999e-06,3.365e-10,2.86225e-09,3.8025e-12,2.6244e-12,1.8490000000000002e-11,0.002257,0.4576036,0.12,0.133,0.00013,0.00226,0.00768
5600,6.154e-05,6.154e-06,1.356e-10,1.2888099999999998e-09,3.9601e-12,2.6895999999999998e-12,1.8576100000000003e-11,0.001524,0.4576036,0.213,0.133,0.00013,0.00152,0.00539
5610,6.193e-05,6.193e-06,9.312e-10,2.5908099999999997e-09,3.8025e-12,2.6244e-12,1.8490000000000002e-11,0.0004687,0.4576036,0.976,0.132,0.00013,0.000469,0.00196
5620,6.144e-05,6.143999999999999e-06,3.567e-10,2.7562500000000003e-09,3.7636e-12,2.5921000000000002e-12,1.8490000000000002e-11,0.002022,0.4576036,0.175,0.132,0.00013,0.00202,0.00726
5630,6.149e-05,6.149e-06,6.249e-10,1.1833600000000001e-09,3.724900000000001e-12,2.5921000000000002e-12,1.8490000000000002e-11,0.0004587,0.4576036,0.973,0.132,0.00013,0.000459,0.00186
5640,6.127e-05,6.127e-06,3.338e-10,3.27184e-09,3.841599999999999e-12,2.6569e-12,1.8490000000000002e-11,0.001417,0.4576036,0.412,0.132,0.00013,0.00142,0.00465
5650,6.128e-05,6.128e-06,3.827e-10,2.0976400000000002e-09,3.841599999999999e-12,2.6244e-12,1.8490000000000002e-11,0.002764,0.4576036,0.0815,0.132,0.00013,0.00276,0.00965
5660,6.128e-05,6.128e-06,4.747e-10,8.0656e-10,3.724900000000001e-12,2.6244e-12,1.8490000000000002e-11,0.0004413,0.4576036,0.971,0.132,0.00013,0.000441,0.00221
